Pays;Type;Metal;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
États-Unis;Production;Phosphore;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30200000;26400000;25800000;28100000;30100000;31200000;25300000;27400000;27100000;27900000;27000000
Ouzbékistan;Production;Phosphore;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700000;700000;657900;652600;664300;700000;700000;700000;700000;700000;700000
Venezuela;Production;Phosphore;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;213981;362753;85240;167741;151539;98458;35820;26324;25000;68062;70000
Vietnam;Production;Phosphore;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2100700;2047400;2324500;2395300;2363800;2656100;2470900;2923400;3142500;4588000;5423700
Zimbabwe;Production;Phosphore;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21051;32100;56656;48000;34600;17900;6100;6200;6500;6500;6500
Argentine;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20788;24753;22600;26100;26500;28700;31740;29480;29580;29580;31235
Australie;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;649824;567007;711366;621487;620598;711210;727954;653488;441338;392858;431552
Bolivie;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81602;84538;72803;100051;81095;82131;75706;75272;89906;113285;112140
Bosnie-Herzégovine;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3316;2080;3196;3656;5238;6308;5599;6199;6803;7092;7347
Brézil;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15000;8917;12832;8545;8922;8020;10978;9441;9015;6157;7277
Bulgarie;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14577;12981;12705;14369;15949;16914;15618;16755;22062;22851;24000
Burkina Faso;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;2168;1902;0;0;0;0
Myanmar;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;5000;7100;8700;9800;11700;24309;17463;20322;45964;21342
Canada;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99810;68839;64844;67505;64116;20678;3617;3809;12020;20477;13717
Chili;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3985;1511;695;841;410;1829;2678;2979;1110;1562;712
Chine;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1402700;1604100;1981300;2405700;2613200;2696538;2608619;2335024;2337485;2300000;2280000
République démocratique du Congo;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;800;600;800;700;100;0;0
Cuba;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;1500;25000
Grèce;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14000;10000;12200;13400;18060;18010;16700;14500;14300;12600;13700
Guatemala;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;2300;863;10359;10153;9970;4200;0
Honduras;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12545;14471;16954;13100;12400;11600;15500;9800;3985;6761;9893
Inde;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82053;82629;84442;89699;104345;109812;111267;143707;150964;172564;198000
Indonésie;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6200;4700;5500;5300;7900;11400
Iran;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26905;27000;32000;40000;45000;42000;43285;43785;47000;48000;48000
ireland;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50200;49500;39100;50700;47400;42950;40500;31300;19582;17083;16712
Italie;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17000;;;;;;;;;
Kazakhstan;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38800;34000;35000;38800;38000;40800;37800;40700;70500;111200;86500
Corée du Sud;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;225;1032;584;1289;1940;2500;2764;2921;2840;3762;2341
Corée du Nord;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33000;27000;20000;28500;25000;32456;32820;31684;32116;32621;20000
Kosovo;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;6500;5700;4530;5295;6378;7676;5541;6530;5142;4694
Laos;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;710;1000;1355;1361;164;1600;100;200;200;700;300
Mexique;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;141173;143838;192062;223717;238091;253361;250462;263772;242071;243022;230869
Mongolie;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;500;200;4700;7400;11600
Montenegro;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1200;1958;1200;2400;2200;3600;3100;3100
Maroc;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33477;34517;32647;30850;27526;30765;27505;32138;29617;38009;50000
Namibie;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14062;10129;10140;8330;9530;11224;11788;10746;6116;6577;3856
Nepal;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;3900;0
Nigeria;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3500;5200;3300;9100;11300;11500;11400;8000;13000;21000;17900
Macédoine du Nord;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49877;46788;41293;37295;39184;42826;43810;37922;31034;40233;42534
Pakistan;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;900;2000;600;300;1200;100;1196;3047;4822
Perou;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;345109;302459;261990;230199;249236;266472;277294;315525;314422;306794;289195
Pologne;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67070;62910;48050;53100;89000;79000;83150;69190;62750;73530;70340
Portugal;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;87;1496;3192;3077;4126;5164;6571
Roumanie;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3000;300;0;5300;400;0;0;0;900;1200
Russie;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60000;72000;97000;119000;151000;165000;196000;180000;217000;210000;215000
Arabie saoudite;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;347;685;543;396;;;;;;;
Serbie;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1600;1800;1800;2100;2500;3100;3700;3300;3500;3200;3200
Slovaquie;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;94;114;166;235;162;0;0;0;100
Afrique du sud;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46440;49149;50625;54460;52489;41848;29348;34573;39344;48150;35118
Espagne;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1000;229;5705;3800;2200;1200;1598;4946;3258;9936
Suède;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63489;69293;67697;62028;63551;59556;70848;79354;75830;71112;64751
Tajikistan;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2400;3900;8900;16000;17000;28000;31000;47000;51000;44000
Tanzanie;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Turquie;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31800;21600;39000;38682;57017;76638;62190;33477;29480;30000;30000
États-Unis;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410100;405800;369000;342000;345000;339000;378000;370000;346000;310000;260000
Royaume-Uni;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;300;350;380;280;61;100;100;100;100;100;100
Ouzbékistan;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;3000;3000;3000;2000;2000;2000
Vietnam;Production;Plomb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;6000;2300;3700;200;1600;2500;1600;700;3800;5900
Brézil;Production;Silicium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;200;200;200;200;200;200;200;200;200;200
France;Production;Silicium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65000;65000;65000;65000;68000;68000;68000;68000;58000;68000;65000
Inde;Production;Silicium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4620;5495;5954;4064;1048;3679;6255;2901;3253;7818;5100
Inde;Production;Silicium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33702;33687;48784;59206;43736;67265;66273;69942;68131;81638;73000
Madagascar;Production;Silicium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;4500;4500;3000;1900;1800;4200;4200
Nepal;Production;Silicium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;10;24;25;29;19;12;7;1;2;0
Afrique du sud;Production;Silicium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;216667;245000;245000;295000;265000;175328;172657;190000;190000;190000;190000
États-Unis;Production;Silicium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97200;71000;93000;98000;99000;110000;88600;109000;79700;91300;95000
Australie;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2060000;1577000;1339000;1275400;1331400;1313800;1138000;1146935;765399;693763;543210
Australie;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;126000;137000;160000;200000;228000;225500;241000;246000;73380;57148;69183
Australie;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;318000;285000;438000;466700;439600;250400;340700;294600;284772;227462;204761
Brézil;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110000;39000;53928;68804;69071;78264;81278;78991;63815;60000;60000
Brézil;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3000;3000;2331;2350;1881;2021;1834;1984;2692;3000;3000
Burundi;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;;;;
Canada;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2600000;2000000;2400000;2500000;2700000;2800000;2500000;1900000;1800000;2300000;2000000
Chine;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1080000;900000;1400000;1420000;1340000;1420000;1864500;1778667;1400000;1400000;1400000
Égypte;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88000;88000;11000;0;;;;;;;
Gambie;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;54655;;;;;;;;;
Inde;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;588127;713605;663217;718612;738524;721959;643128;626135;594978;580000;580000
Inde;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19098;18573;26593;20225;16527;13459;15617;16723;14898;14600;14600
Kazakhstan;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16000;17000;17000;17000;17000;17000;17000;17000;17000;17000;17000
Kenya;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;281543;444999;359885;491000;463000
Kenya;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;52465;78947;69975;87167;98132
Corée du Sud;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;226069;120236;;183463;201976;229723;240892;204082;166900;167000;167000
Madagascar;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;160000;273000;511000;562000;562000;333736;166290;267962;430479;381924
Madagascar;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3200;5700;9300;11000;12000;6900;4800;4800;5000;5000
Malaisie;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36779;15983;19036;28782;22275;16043;8159;5814;4316;6363;14158
Malaisie;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1834;1502;7567;10810;20008;5983;3069;198;3810;5266;5070
Mozambique;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;328875;471524;678400;636800;574500;720100;854600;763500;903300;998200;958500
Mozambique;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6552;1800;4700;6500;5100;4000;6100;6000;7800;9100;8200
Norvège;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;915000;671000;864000;870000;830614;826126;863660;630323;630000;630000;630000
Russie;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2500;63490;125095;150458;178426;193236;60000;0;0
Senegal;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;100590;427690;416249;492441;506937
Senegal;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;663;5311;9664;9975;9605
Senegal;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;
Sierra Leone;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17260;15200;18206;14576;21400;32350;35839;48420;28102;57040;49510
Sierra Leone;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78910;63860;68198;67970;94490;120350;115078;126021;148541;165470;108320
Afrique du sud;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1360000;1445000;1200000;1369000;1203000;1070000;1105000;1280000;1020000;550000;500000
Afrique du sud;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;132000;134000;135000;133000;141000;73400;133000;67000;67000;95000;100000
Sri Lanka;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56824;122424;52637;68085;44707;42685;32972;39439;26159;53734;60847
Sri Lanka;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3405;2276;2568;1970;1590;1406;2111;1808;2237;2174;2319
États-Unis;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200000;200000;200000;300000;200000;200000;100000;200000;100000;100000;100000
Ukraine;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;520000;500000;500000;260700;246800;670000;450000;500000;500000;500000;745417
Ukraine;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60000;60000;60000;60000;58000;162000;110000;90000;90000;90000;106858
Vietnam;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;710000;700000;586800;760000;978300;1025800;558000;237700;210800;225300;209800
Vietnam;Production;Titane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;681;631;;;;;;;;;
Brézil;Production;Vanadium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;578;3254;4461;5206;5505
Chine;Production;Vanadium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26000;29000;32000;36400;40000;45000;48000;45000;41000;40000;40000
Kazakhstan;Production;Vanadium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
Pologne;Production;Vanadium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3040;3080;2930;2720;2640
Russie;Production;Vanadium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10591;13106;12293;12860;14856;14403;15125;16196;16886;18636;17052
Afrique du sud;Production;Vanadium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20295;14353;22606;21652;19957;21397;21582;17788;18000;22400;18000
États-Unis;Production;Vanadium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;520;230;1060;590;106;591;;;;;
Australie;Production;Tungstène;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;17;16;17;49;296;383;297;208;20;20
Autriche;Production;Tungstène;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1122;887;975;861;706;851;830;870;950;950;1000
Bolivie;Production;Tungstène;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1148;1023;1203;859;953;957;956;1125;848;776;1043
Brézil;Production;Tungstène;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;408;192;166;244;381;494;677;432;323;300;300
Myanmar;Production;Tungstène;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;136;87;163;140;130;140;143;140;170;310;290
Burundi;Production;Tungstène;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;230;106;100;306;565;115;49;19;131;260;230
Canada;Production;Tungstène;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2795;2501;364;2368;2505;2762;2689;2114;0;0;0
Chine;Production;Tungstène;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50000;49432;51287;61802;61994;64895;65369;66545;63956;71737;59932
République démocratique du Congo;Production;Tungstène;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;372;190;47;27;43;70;10;65;93;153;188
Corée du Nord;Production;Tungstène;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;270;200;110;110;100;65;70;70;50;300;1370
Kirghizistan;Production;Tungstène;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100
Mexique;Production;Tungstène;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;45
Mongolie;Production;Tungstène;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97;27;27;13;42;;;;;;
Perou;Production;Tungstène;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;456;634;716;546;365;35;77;139;0;0;0
Portugal;Production;Tungstène;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;981;823;799;818;763;692;671;474;549;669;715
Russie;Production;Tungstène;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6314;5696;5588;3380;3451;2982;2659;2608;3067;2174;2661
Rwanda;Production;Tungstène;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1037;530;630;610;1061;1344;1342;1081;1040;923;1178
Espagne;Production;Tungstène;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;284;303;337;393;487;822;835;699;711;1079
Thailand;Production;Tungstène;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;718;274;481;181;85;161;110;38;37;52;31
Ouganda;Production;Tungstène;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;7;44;6;26;44;48;28;32;47;120
Royaume-Uni;Production;Tungstène;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;195;923;1370;1240
Ouzbékistan;Production;Tungstène;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;300;300;300;300;300;300;300;300;300;300;300
Vietnam;Production;Tungstène;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;4134;5123;6357;6483;5486
Zimbabwe;Production;Tungstène;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;200;1200;1000;0
Algerie;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;50;314;500;500
Argentine;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30349;31869;32600;38000;42000;47650;47981;33787;26680;26800;20000
Armenie;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3880;3564;7468;9353;9729;9570;8825;6791;4735;5784;6497
Australie;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1514873;1285656;1475045;1509660;1536109;1510738;1505968;1610004;884826;852164;1111936
Bolivie;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;383618;430879;411409;427129;389911;407332;450542;443172;489293;527206;519630
Bosnie-Herzégovine;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4727;3425;5514;6862;7600;9102;7837;8946;9670;10235;10603
Brézil;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;173933;172688;211203;197840;164258;152147;169766;156926;158197;156306;167000
Bulgarie;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12819;9339;9904;10977;12116;13902;11872;15616;18795;19232;21700
Burkina Faso;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;32215;64976;68804;81422;92731;99162
Myanmar;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7000;5400;8600;9200;8000;4800;6100;4800;6115;13100;12300
Canada;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;750502;699145;649065;622600;641134;426545;352125;289584;301210;346776;293775
Chili;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40519;27801;27662;36602;26762;29759;45094;48071;42870;29008;26810
Chine;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3342600;3324400;3842200;4050000;4859100;5187747;5118394;4748877;4710500;4300000;4100000
République démocratique du Congo;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15465;19696;9223;14758;10572;12144;12737;12675;12587;12377;1047
Cuba;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;40000
République dominicaine;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;4655;3636;3920;4038
Érythrée;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;40900;95400;125000
Finlande;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27800;30233;55562;64115;52200;41124;46100;25332;45852;66284;85335
Grèce;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24200;17800;18400;21200;20800;22549;23085;13174;18866;17300;21400
Guatemala;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;442;1221;13394;14810;14975;6100;0
Honduras;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28462;36370;33839;26000;26000;25000;30000;24988;14579;20436;28421
Inde;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;647537;677824;729886;726518;759527;769927;766730;740737;755778;783992;723000
Indonésie;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1200;700;19300;8500;13900;20100
Iran;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86000;115000;128000;138000;138000;130000;150000;168200;157300;140000;130000
ireland;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;398200;385700;342500;344000;337500;326700;282600;236300;147797;130580;131742
Kazakhstan;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;446000;458400;453500;429000;425000;417000;378100;369300;357000;345000;345000
Corée du Sud;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1836;2221;355;743;1434;1749;1919;2070;2257;3321;3656
Corée du Nord;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48000;29000;38000;34000;35000;36139;37261;45332;66469;35671;35000
Kosovo;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2500;4100;2872;3818;4983;5514;3986;4814;4468;3619
Laos;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1121;760;1140;1642;883;1900;2000;0;800;5700;3100
Mexique;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;453588;489766;570004;631859;660349;642542;659878;786774;661646;671444;662355
Mongolie;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71800;70750;56300;52350;59550;52050;46600;44800;50100;41350;43950
Montenegro;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;250;3300;4677;5487;7200;7068;8100;8800;9700
Maroc;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80747;44800;43680;45065;46441;41625;45412;53747;53880;51701;56000
Namibie;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193000;198000;204200;192500;195782;188402;173665;123529;124749;123112;100904
Nigeria;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1400;200;3100;13800;6786;7000;7000;9660;6840;11700
Macédoine du Nord;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38737;38648;32872;28132;28037;30907;31570;29150;24871;27846;30384
Pakistan;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1000;9100;11123;10024;0;0;0;7702;19457;26979
Perou;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1602597;1512931;1470450;1256383;1281282;1351273;1315000;1421218;1337081;1473037;1474674
Philippines;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1619;10035;9268;18170;19559;16730;;;;;
Pologne;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;132400;115500;107700;87200;76700;75000;56000;52709;50124;44959;41886
Portugal;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37900;501;6422;4227;30006;53382;67378;61921;69527;71356;75435
Roumanie;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;3000;7700;8800;8400;2000;3300;3000;1600;800;300
Russie;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;204000;214000;214000;197000;189000;193000;192000;206000;248000;292000;315000
Arabie saoudite;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3663;4952;4879;4934;21213;26293;41804;39000;41640;21677;22760
Serbie;Production;Zinc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2400;2700;2600;3100;6000;5800;8400;11700;11700;11900;11700
